,Name,Email ID,Bank ID,Age,Location,Music preference,Risk,Net worth,Investment goals,Income per annum,Favorite Songs
1696,Nicholas Myers,dannyrandall@example.com,BID40615,43,"Port Johnhaven, Wisconsin",funk,Low,$480132,Child's education,$26482,"Funky Monks, FUNKENTOLOGY, Funky Little Beat"
1697,Kimberly Williams,arussell@example.net,BID28362,22,"New Davidtown, Kansas",sleep,Low,$134786,Retirement savings,$42138,"Sleeptalk, Sleep Cabin Noise, Clean Baby Sleep White Noise (Loopable)"
1698,Alexis Schmidt,andreawright@example.org,BID41818,54,"Petersfurt, California",j-rock,Low,$447067,Buy a new house,$45403,"Just Breathe, Kau Curi Lagi (feat. Prisa), Ceria"
1699,Corey Martin,brianmalone@example.org,BID98631,58,"Ramirezstad, Tennessee",songwriter,Low,$96126,Retirement savings,$34711,"Best Times, Singer Songwriter, Singer Songwriter (feat. EZ Kim)"
1700,Christopher Bonilla,xgray@example.com,BID63977,38,"North Karen, Oklahoma",trip-hop,High,$419366,Travel,$64525,"Angel, Stimulate To Emulate, Dance and Angela (Trip-Hop Version)"
1701,Krista Gray,coxnicole@example.org,BID90368,59,"Warrenview, Oklahoma",country,High,$183931,Retirement savings,$84973,"Country Must Be Country Wide, Country Thang (feat. Eric Church), Country Money"
1702,Margaret Moore,amysmith@example.org,BID48327,59,"Port Barbaraton, Massachusetts",pop-film,High,$52692,Travel,$87422,"Movies, A Whole New World, The 1"
1703,Brian Avila,knightjacqueline@example.net,BID73334,40,"Peckborough, Texas",rock-n-roll,High,$29914,Buy a new house,$74272,"Rock And Roll, West Coast, Rock & Roll Band"
1704,Connor Jones,brandi49@example.net,BID71420,61,"Jamesport, Wyoming",kids,Low,$98537,Retirement savings,$85090,"Kids In The Dark, Kids with Guns, Kids Again"
1705,Judy Melendez,chasemiller@example.com,BID84346,58,"Bennettville, Minnesota",alternative,Low,$319952,Travel,$40469,"Working for the CCP, Alive Again, Great Summer - Soundtrack Version Genre Alternative"
1706,Wesley Johnson,rhonda43@example.org,BID67208,26,"Kingstad, New Mexico",pagode,High,$361475,Buy a new house,$91673,"Abandonado - Ao Vivo Em Brazil/2008, Pagode Puro - Ao Vivo, Pagode na praça"
1707,Justin Foster,brian16@example.net,BID36591,19,"East Andrea, Maine",folk,High,$68168,Retirement savings,$38665,"Folkin' Around, Folk Tales, Folks"
1708,Virginia Romero,xdalton@example.com,BID55902,22,"Thorntontown, North Dakota",heavy-metal,High,$238526,Retirement savings,$97109,"HEAVY METAL, Heavy Metal Poisoning, Heavy Metal Wings"
1709,Rachel Johnson,daniel52@example.org,BID38966,37,"North Thomas, Massachusetts",movies,High,$325346,Retirement savings,$33872,"Movies Like Juno, Movie (feat. Lil Durk), Old Movies"
1710,Megan Hernandez,melissa20@example.net,BID44277,35,"Port Cheryl, Oklahoma",drum-and-bass,Low,$114340,Buy a new house,$57113,"drum and bass? more like drum and based, Pt. 2, Loonboon - Drum and Bass Remix, HOME - Resonance but it's drum and bass"
1711,Scott Wright,kelleryesenia@example.org,BID26581,36,"New Johntown, Colorado",pagode,Low,$256216,Child's education,$37413,"Pagodes, Pagode do Lalau, Abandonado - Ao Vivo Em Brazil/2008"
1712,Eric White,bryantchloe@example.com,BID20538,54,"West Cheryl, Ohio",bluegrass,High,$80838,Retirement savings,$77479,"Little Rosewood Casket, Bluegrass Instrumental, Reverie"
1713,Alice Allen,whutchinson@example.org,BID43869,59,"Heatherport, Texas",metal,Low,$330109,Travel,$65989,"Enter Sandman (Remastered), The Metal, Metallic Madness Zone Act 2"
1714,Lisa Hall,cheryl53@example.com,BID67595,33,"North Justinton, Utah",anime,Low,$296840,Travel,$33780,"ANIME THIGHS, Anime Girl, Anime Theme Song"
1715,Jamie Morris,tanya39@example.org,BID24063,58,"Stephaniestad, New Jersey",metal-misc,High,$256559,Retirement savings,$69939,"Creak, Metal - Underwater Metal Structure: Heavy Twisting and Groaning Metal Foley, Squeak & Creak Foley, Miscellaneous Underwater, Miscellaneous Metal and Glass Impact and Crash, Misconception - Heavy Metal - 95 BPM - Key of F#M - Drum Version"
1716,Andrew Taylor,craig73@example.net,BID37094,20,"Lake Lindsey, Minnesota",latin,Low,$170997,Child's education,$99139,"Latin Beat, FLORES, LATIN"
1717,Phillip Bell,johnsonjames@example.org,BID78804,43,"South Arthurtown, South Dakota",gospel,High,$307241,Retirement savings,$50911,"Gospel world, Gospel34, Gospel24"
1718,Julie Morris,karenstephenson@example.com,BID19464,63,"Port Robin, Arizona",children,Low,$226527,Buy a new house,$38183,"Children's Album, Op. 39, TH 141: 3. Mama, Children Die, Children's March, ""Over the Hills and Far Away"""
1719,Jimmy Roberts,andrewwoods@example.com,BID52727,39,"North Sandra, Pennsylvania",anime,High,$182526,Buy a new house,$54418,"anime, Anime Theme Song, ANIME THIGHS"
1720,Ms. Sabrina Boyd,sjohnson@example.com,BID43908,64,"Anthonyburgh, Minnesota",trip-hop,Low,$302807,Retirement savings,$25047,"Roads, Dance and Angela (Trip-Hop Version), Hope Is Big / Tripping up the Stairs (Live)"
1721,Rebecca Brooks,lauren44@example.net,BID15317,38,"Gonzalezmouth, Utah",indie,High,$100360,Buy a new house,$82773,"Indie Rokkers, indie film lovers, Indie Safar (2022)"
1722,Jamie Cooper,patrick08@example.org,BID37698,43,"South Nancy, Indiana",j-rock,High,$417467,Buy a new house,$52952,"246, Pots and Pans, Patience (feat. Jrock & South)"
1723,Edward Wu,odavis@example.net,BID75504,53,"Ronaldland, New Jersey",movies,Low,$193407,Child's education,$81425,"MOVIES, Movie's, the movies"
1724,Danny Ramirez,erik30@example.com,BID14589,58,"South Karenside, New York",k-pop,High,$313334,Travel,$55654,"K-POP - Speed, K-Pop, What You Know Bout Love"
1725,Christopher Davis,michael14@example.net,BID28531,63,"Hamptonfurt, South Carolina",punk,High,$56191,Travel,$82179,"Punk Rock Girl, Punk Bitch, Freak Show"
1726,Lindsey Harris,briannamccarthy@example.net,BID36614,39,"West Justinmouth, Wyoming",malay,High,$174974,Retirement savings,$40573,"Malayali Da, Anmbezhum Aayudham (From ""Leo (Malayalam)""), Malaya Ka Na"
1727,Ashley Smith PhD,johnsonrobin@example.net,BID36111,44,"Toddfurt, Michigan",j-dance,High,$67115,Buy a new house,$83359,"Awesome God, Jesus H. Macy, BLAST"
1728,Aaron Lopez,vwilson@example.com,BID74910,49,"Port Ashley, Illinois",ambient,High,$445223,Retirement savings,$20588,"Ambient Volume One (Beaches), Ambiente, Ambient Pink Noise Flow"
1729,Erin Allen,melissamiller@example.org,BID48598,34,"South Kevin, Utah",drum-and-bass,High,$84488,Travel,$32838,"Loonboon - Drum and Bass Remix, Surge - Drum & Bass Mix, Drum & Bass"
1730,Jimmy Murphy,andrew92@example.net,BID15445,42,"Port Karinaville, Nevada",opera,Low,$161557,Retirement savings,$22415,"Operativo Gafe, Опера #2, CDN Operativo Oaxaca"
1731,Valerie Parker,alex34@example.org,BID73777,43,"South Christopher, Vermont",rock-n-roll,Low,$53741,Retirement savings,$81376,"rock n roll, Rock N' Roll Is Here To Stay - From “Grease”, Rock 'N' Roll Is King"
1732,Rachel Jefferson,megan02@example.org,BID77866,27,"Patrickburgh, Alabama",spanish,High,$374613,Travel,$68070,"Lesson 8: Directions, Lesson 5: Money, Spanish Gypsy Guitar"
1733,Carla Russell,kathryn00@example.com,BID44388,65,"Shannonville, Colorado",groove,High,$126265,Travel,$38077,"Groove Guide, Groovejet (If This Ain't Love) [feat. Sophie Ellis-Bextor] - Purple Disco Machine & Lorenz Rhode Remix, Groove"
1734,Lee Mccarthy,tatealexis@example.org,BID57435,23,"Lake Jessica, Maryland",tango,Low,$454867,Buy a new house,$90463,"Tango Till They’re Sore, Tango De Amor, Tango in Paris"
1735,Charles Smith,ugarza@example.com,BID57332,58,"Brownstad, Arkansas",disco,High,$389805,Child's education,$28358,"Disconnect - Tiësto Remix, High Hopes, The Disco Song"
1736,Mario West,garzavictoria@example.net,BID52501,39,"Jamesstad, North Carolina",holidays,Low,$360124,Retirement savings,$46724,"Holidays In The Sun, Holidays Time, Holidays - Ofenbach Rework"
1737,Daniel Conrad,jonathon31@example.com,BID61653,27,"Jodiview, Delaware",chill,High,$86893,Retirement savings,$50271,"Chill Bill (feat. J. Davi$ & Spooks), Chillax (feat. Ky-Mani Marley), Chill Phonk"
1738,Chase Cook,william67@example.net,BID53378,61,"Ryanchester, Hawaii",trance,High,$418728,Buy a new house,$87088,"Trance: Trance 4, trance - outro version, Trance (TikTok Version) [I move so far in time]"
1739,Katherine Webb,oconnordwayne@example.org,BID92976,54,"West Brenda, Maine",rock,Low,$122121,Child's education,$46889,"Rockin' Robin, Rocketeer, Rock That Body"
1740,William Giles,nancygriffin@example.net,BID62888,22,"Mccallport, Wisconsin",british,High,$126135,Child's education,$69270,"Like I'm British, British Columbia, Patisserie Skills"
1741,Ryan Martinez,ruizryan@example.net,BID62897,24,"Lake Jasonmouth, Arizona",k-pop,High,$56503,Travel,$82322,"K-Pop, k-pop star, Kiss In The Snow"
1742,Michael Alvarez,matthew24@example.com,BID68284,21,"New Katherinefort, New Hampshire",dancehall,High,$85876,Retirement savings,$33571,"Dancehall, Dancehall Wave, Dancehall Rock (feat. Cutty Ranks)"
1743,Regina Young,williamsdarren@example.net,BID10682,34,"East Alexandra, Tennessee",j-idol,Low,$254476,Buy a new house,$56195,"POP/STARS, Answer, Ψです I LIKE YOU"
1744,Hannah Jones,hooverjoseph@example.com,BID90089,22,"North Williambury, New Mexico",chicago-house,Low,$303394,Retirement savings,$32687,"House Music - Message Mix, Good Love Is On the Way - Live at the House of Blues, Chicago, Illinois, September 22, 2005, Chicago House Nation, Vol. 3"
1745,Amanda Bell,steven02@example.net,BID78214,44,"South Rileyfurt, Tennessee",techno,Low,$268887,Child's education,$90844,"Techno Flow, Techno - Radio Edit, Techno Party"
1746,Walter Salinas,johnstonamy@example.net,BID92226,35,"Yeseniaview, Ohio",sertanejo,High,$208969,Child's education,$77910,"Sertanejo Pancadão - Ao Vivo, Haja Colírio (feat. Hugo & Guilherme) - Ao Vivo, Amor Safado (Xote Sertanejo)"
1747,Kevin Wolfe,timothykramer@example.org,BID69977,50,"Lake Richardport, Nebraska",heavy-metal,Low,$448964,Buy a new house,$27895,"Heavy Metal, Pt. 2, Heavy Metal (Don't Mean Rock And Roll To Me), Heavy Metal"
1748,Heather Preston,andreapeters@example.org,BID67725,54,"Jasminetown, Nebraska",pagode,Low,$274480,Child's education,$70024,"Brincadeira Tem Hora - Ao Vivo, Pagodeiro, Lapada Dela - Ao Vivo"
1749,Juan Graves,guerrageorge@example.com,BID94741,65,"Lake Andrea, New Jersey",french,High,$35571,Travel,$47242,"French Suite No. 1 in D minor, BWV 812: 4. Menuet I - II, Pop That, The French 75 (feat. Sister Nancy)"
1750,Richard Johnson,gregory34@example.org,BID23631,52,"Phillipsfurt, Illinois",comedy,Low,$440275,Travel,$76879,"Comedy Central Special., Comedy & Tragedy, Comedic Take on Drinking"
1751,Mary Sharp,kgutierrez@example.com,BID19162,23,"South Dakota, Connecticut",alt-rock,Low,$232476,Child's education,$95862,"MOVE!, Closing Time, Rock and Roll - Alternate Mix"
1752,Stephanie Obrien,yreynolds@example.org,BID63969,54,"West Tara, Delaware",road-trip,High,$316251,Buy a new house,$72040,"Road Trip Playlist, What Army, Road Tripping"
1753,Mary Ellis,rbowen@example.net,BID51548,49,"Duranside, Minnesota",deep-house,High,$389606,Retirement savings,$32831,"Deep House Tools 20, Miami Underground, DeepMind"
1754,Mark Carson,vreynolds@example.org,BID14271,52,"North Charles, Indiana",summer,Low,$96099,Buy a new house,$54673,"Summer, Summer Of '69, Insane"
1755,Courtney Flores,russell16@example.org,BID78586,33,"Harmonmouth, West Virginia",dubstep,High,$437033,Buy a new house,$91926,"Dubstep, Cinema - Skrillex Remix, Scary Monsters and Nice Sprites"
1756,Christy Montgomery,delgadodeborah@example.com,BID23844,61,"Lake Donald, Montana",spanish,High,$163210,Travel,$35421,"Spanish Pipedream, Lesson 14: Shopping, Spanish Sahara"
1757,Ruben Stevens,bobby26@example.org,BID44976,28,"Perezside, Indiana",indie-pop,High,$176602,Child's education,$90853,"Coffee Drugs, Love Song, Gold"
1758,James Villegas,johnsoneric@example.net,BID37940,56,"New Stefanieland, Alaska",sad,High,$283623,Buy a new house,$28362,"Like a Tattoo, SAD, Sad & Alone"
1759,Jacob Martinez,nicole43@example.net,BID54652,52,"Michaelville, Ohio",rock,High,$357660,Buy a new house,$39237,"Rockin' Robin, Rock Lobster, Rocky Mountain High"
1760,Heather Clark,brandon70@example.com,BID99518,38,"South Danamouth, Louisiana",new-release,Low,$79780,Buy a new house,$90447,"This Life, New Arrival, Hejira - Live"
1761,David Garcia,ashley58@example.com,BID54514,45,"Rebeccashire, New Hampshire",hardcore,Low,$237121,Child's education,$60638,"Hard Core Poetry - Remastered, Artificial Intelligence, Hardcore Vibes - Radio Edit"
1762,Jennifer Monroe,deborah39@example.com,BID77342,32,"Jefferyview, South Carolina",j-dance,High,$65900,Travel,$91821,"Big Jet Plane, SAIKOU, For The Jeers"
1763,George Taylor,pamela07@example.org,BID38272,56,"West Barbarahaven, Nebraska",emo,Low,$99310,Travel,$58025,"Emotional Crank, emo girl (feat. WILLOW), Emotional Prism"
1764,Miranda Dunlap,foxtheresa@example.net,BID69228,45,"Jorgetown, Maine",idm,High,$405837,Child's education,$64398,"I'm Sprung, Beach, Hate"
1765,Kimberly Brewer,eric74@example.net,BID33783,56,"New Larrymouth, Tennessee",opera,High,$404523,Child's education,$30532,"Operation Pyrite, Opera of the Urchin, Operator (That's Not The Way It Feels)"
1766,Chelsea Haas,ndelgado@example.net,BID94806,21,"Pamelatown, Oklahoma",indie-pop,High,$167261,Buy a new house,$91274,"Goodnight (Intro), Gold, Indie pop"
1767,Vanessa Kaufman,walkerjocelyn@example.net,BID62135,40,"Lake Kevin, Massachusetts",techno,Low,$403198,Retirement savings,$47509,"Technologic, Technologic - Radio Edit [Radio Edit], Hard Techno Party"
1768,Brandi Johnson,qjones@example.net,BID11689,19,"Gonzalezfurt, Rhode Island",cantopop,Low,$71982,Travel,$42844,"音樂殖民地, 無表面傷痕, 冰心鎖 - Cantonese Version"
1769,Kathleen Harvey,bryantdean@example.com,BID90072,37,"North Nicolehaven, Delaware",synth-pop,High,$144815,Retirement savings,$96945,"She's Got Bette Davis Eyes, Words Don't Come Easy, Syntetic Feell"
1770,Elizabeth Rowland,caroline92@example.org,BID69248,23,"South Mitchell, Maryland",swedish,Low,$482467,Travel,$80816,"One - Radio Edit, Heaven Takes You Home (feat. Connie Constance), Heaven Takes You Home (feat. Connie Constance) - Alternative Mix"
1771,Emily Ramirez,derek51@example.net,BID73880,23,"Zacharyborough, Minnesota",ambient,Low,$53356,Child's education,$83827,"Ambiente, Ambient Volume One (Beaches), Naturale"
1772,Lee Odonnell,thomasbryan@example.org,BID55276,59,"West Rodney, North Dakota",punk,Low,$385108,Retirement savings,$60057,"Punk Season, Punk Bitch, Punks and Poets"
1773,Justin Baker,karllawrence@example.com,BID88573,60,"South Bruce, Kentucky",british,Low,$24944,Travel,$75723,"Isombard, Win Some Lose Some, British Columbia - Canadian American"
1774,James Washington,mosskimberly@example.net,BID20750,53,"Lake Crystalport, Nebraska",sertanejo,High,$112721,Travel,$46974,"Sertanejo, Lamento sertanejo - Forró do Dominguinhos, Mal Feito - Ao Vivo"
1775,Dr. Jon Figueroa,bhall@example.org,BID14800,43,"Jennifertown, Massachusetts",acoustic,Low,$275833,Buy a new house,$42561,"Where's My Love - Acoustic, Young Blood - Acoustic, telepatía - acoustic"
1776,Devon Rice,michelle74@example.com,BID30767,24,"Christopherport, Nevada",british,High,$425175,Child's education,$98909,"Nothing Works, God Save The King (British National Anthem), Sparkle"
1777,Tyrone Williams,eric27@example.com,BID20175,31,"North Georgeville, Iowa",iranian,Low,$425371,Travel,$47371,"The Iranian Women's Struggle, Sayyad, Episode 1"
1778,Antonio Thompson,batestaylor@example.org,BID31462,46,"Lake Stephanieborough, Texas",pagode,High,$119088,Child's education,$77349,"Insegurança - Ao Vivo, Mtg Pagode Russo, Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo"
1779,Christina Solis,keysamuel@example.net,BID71627,47,"West Trevor, Pennsylvania",emo,Low,$454613,Child's education,$88836,"Emotional Prism, EMO, Emotional Killer"
1780,Kyle Edwards,laurierivas@example.net,BID37589,56,"New Sylviaborough, Missouri",iranian,Low,$340257,Buy a new house,$63582,"The Iranian Women's Struggle, Sayyad, Jane Maryam"
1781,Jennifer Alexander,deckervincent@example.com,BID98999,35,"North Juan, Missouri",metal,Low,$329966,Buy a new house,$36491,"METAL KINGDOM, Metal Crusher, METAL PIPE FALLING"
1782,Lindsay Taylor,wayne87@example.net,BID35445,21,"Davisberg, New Jersey",opera,Low,$386172,Travel,$72111,"Operation Mindcrime - Remastered 2003, CDN Operativo Oaxaca, Operation: Greenbacks"
1783,Amanda Campbell,umcconnell@example.org,BID17286,37,"East Kaitlynmouth, Virginia",rock,High,$189952,Child's education,$53122,"Norman fucking Rockwell, Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee), Rocky Theme"
1784,Melissa Robinson,webermatthew@example.net,BID81743,39,"Lake Jerome, Nevada",groove,Low,$59342,Buy a new house,$52838,"Groove Back, Groove Merchant, Let's Groove"
1785,Troy Fry,stanleypark@example.org,BID31236,58,"East Anna, Utah",guitar,Low,$53047,Retirement savings,$97311,"Guitar play, Teardrops On My Guitar - Radio Single Remix, Guitar Town"
1786,Adrian Molina,whill@example.com,BID62687,53,"Reginafurt, New Hampshire",j-dance,Low,$152499,Buy a new house,$68442,"EPIC, Jesus H. Macy - Instrumental, PARTY"
1787,Leslie Spears,yarmstrong@example.com,BID62607,19,"Jilltown, Virginia",forro,High,$264896,Child's education,$98589,"Forrozão Joga pro Corola, Forró da Casa Grande, FORRO DO GATO"
1788,Caleb Smith,william84@example.org,BID44458,28,"Alexisfurt, Minnesota",brazil,High,$180531,Retirement savings,$21446,"BRAZILIAN FUNK, Brazilian Blues, Brazilian Phonk Mano"
1789,Angela Romero,craigthomas@example.net,BID12595,33,"North Shellyborough, Connecticut",tango,High,$396932,Child's education,$64116,"Tango: Maureen, Le Monde, Cell Block Tango"
1790,Mckenzie Silva,zdavis@example.com,BID69512,53,"Coreyside, South Dakota",hardcore,High,$343881,Retirement savings,$86288,"Artificial Intelligence, Hardcore Pride, HARDCORE HEAVEN"
1791,Ray Montgomery,ldavis@example.org,BID17235,64,"Heatherland, Georgia",salsa,Low,$154089,Retirement savings,$42644,"Conteo Regresivo - Salsa Version, Salsa and Margaritas, Salsa del Cielo"
1792,Mario Maxwell,davidkane@example.net,BID81623,60,"Conleystad, Tennessee",malay,Low,$386838,Travel,$22309,"Badass (From ""Leo (Malayalam)""), Don’t Lie [Feat. Malaya], Malayo Ka Man"
1793,Tara Mathis,yangpamela@example.com,BID93426,59,"North Edwin, Tennessee",latino,High,$54875,Retirement savings,$70368,"Latino vacilao, Latino Lifestyle, Latinoamérica (feat. Totó la Momposina, Susana Baca & Maria Rita)"
